"","Sales_Rep","Business","Age","Female","Years","College","Certficates","Feedback","Salary","NPS","Diplomat","Explorer","Sentinel","Analyst"
"19167",19167,0,46,0,3,1,0,2.92,70000,7,1,0,0,0
"19168",19168,0,40,1,1,0,5,1.54,62000,3,0,0,1,0
"19169",19169,0,51,0,12,0,5,2.27,83000,9,0,1,0,0
"19170",19170,0,37,0,2,1,3,1.56,58000,5,0,0,0,1
"19173",19173,0,49,0,5,1,4,3.11,102000,10,1,0,0,0
"19177",19177,0,41,0,2,0,3,2.42,61000,7,0,1,0,0
"19178",19178,0,44,1,11,0,3,2.53,99200,8,0,1,0,0
"19179",19179,0,59,0,3,0,5,2.8,68000,9,1,0,0,0
"19181",19181,0,49,1,1,0,3,2.04,68200,5,1,0,0,0
"19184",19184,0,54,0,1,1,1,2.69,83000,10,1,0,0,0
"19186",19186,0,37,0,1,1,6,1.38,91000,9,1,0,0,0
"19190",19190,0,56,1,1,1,0,2.99,89800,6,0,1,0,0
"19194",19194,0,40,0,2,1,1,1.48,77000,4,0,1,0,0
"19195",19195,0,45,0,2,1,0,3.81,102000,7,1,0,0,0
"19198",19198,0,36,0,1,0,4,2.68,75000,5,0,0,1,0
"19204",19204,0,41,1,2,1,0,1.41,53800,5,0,1,0,0
"19205",19205,0,47,0,1,1,1,2.74,60000,3,1,0,0,0
"19212",19212,0,37,1,2,1,1,2.61,84600,6,1,0,0,0
"19214",19214,0,57,0,3,1,3,3.03,112000,9,1,0,0,0
"19216",19216,0,40,1,1,1,5,1.57,93000,8,0,1,0,0
"19218",19218,0,25,1,1,1,4,1.85,66000,8,1,0,0,0
"19219",19219,0,43,0,10,1,5,4,179000,9,0,1,0,0
"19221",19221,0,36,0,4,1,2,1.72,55000,2,0,0,1,0
"19222",19222,0,40,1,1,1,2,3.16,74000,8,0,1,0,0
"19225",19225,0,52,0,1,1,0,2.24,63000,2,1,0,0,0
"19230",19230,0,41,1,1,1,3,3.33,81800,6,0,1,0,0
"19231",19231,0,61,1,1,1,4,3.97,90800,7,1,0,0,0
"19235",19235,0,46,0,2,0,2,2.77,61000,3,0,1,0,0
"19237",19237,0,30,0,1,1,6,1.81,129000,8,1,0,0,0
"19241",19241,0,54,0,1,0,0,2.55,64000,4,0,1,0,0
"19242",19242,0,46,0,2,1,3,3.51,123000,6,1,0,0,0
"19245",19245,0,54,0,2,1,1,4,95000,6,1,0,0,0
"19247",19247,0,25,0,1,1,5,3.71,95000,9,0,1,0,0
"19248",19248,0,27,0,5,1,1,3.86,74000,9,0,1,0,0
"19249",19249,0,28,0,2,1,1,2.1,55000,4,0,1,0,0
"19250",19250,0,39,1,2,0,0,3.63,45200,5,0,1,0,0
"19252",19252,0,26,1,1,1,4,1.62,71800,7,0,1,0,0
"19256",19256,0,27,0,2,1,5,2.49,92000,7,1,0,0,0
"19258",19258,0,64,0,1,1,3,2.97,73000,8,1,0,0,0
"19259",19259,0,41,0,1,1,1,3.77,59000,3,0,0,1,0
"19261",19261,0,29,0,8,1,0,1.94,46000,3,0,0,1,0
"19262",19262,0,63,0,2,1,3,2.27,53000,5,0,0,0,1
"19264",19264,0,49,0,4,1,1,4,118000,8,1,0,0,0
"19265",19265,0,55,0,9,1,2,3.39,106000,8,0,1,0,0
"19266",19266,0,61,0,8,1,0,1.29,63000,4,0,1,0,0
"19267",19267,0,26,0,2,0,3,3.51,46000,6,1,0,0,0
"19268",19268,0,47,0,1,1,3,1.95,98000,5,0,1,0,0
"19269",19269,0,35,0,3,1,1,1.18,82000,3,0,1,0,0
"19270",19270,0,29,1,1,0,2,2.61,60200,6,0,1,0,0
"19272",19272,0,56,0,8,1,2,2.05,72000,6,1,0,0,0
"19273",19273,0,41,1,1,1,0,3.51,59800,5,0,0,1,0
"19278",19278,0,24,0,1,1,0,3.11,62000,4,0,1,0,0
"19281",19281,0,41,0,9,1,4,1.74,99000,9,0,1,0,0
"19283",19283,0,40,0,2,1,3,2.79,113000,7,0,1,0,0
"19284",19284,0,64,0,7,1,0,4,74000,6,1,0,0,0
"19286",19286,0,54,0,2,1,3,2.53,83000,5,0,1,0,0
"19287",19287,0,31,0,3,1,3,4,96000,9,1,0,0,0
"19288",19288,0,47,0,2,1,0,2.14,68000,3,0,0,1,0
"19291",19291,0,53,0,10,0,6,1.31,93000,9,1,0,0,0
"19295",19295,0,48,0,1,1,6,3.46,78000,9,0,1,0,0
"19296",19296,0,43,0,1,1,5,3.53,85000,5,0,1,0,0
"19299",19299,0,38,1,1,1,2,4,108400,10,0,1,0,0
"19302",19302,0,61,0,2,1,5,3.99,168000,8,1,0,0,0
"19305",19305,0,24,1,2,1,1,2.61,55200,7,0,1,0,0
"19313",19313,0,34,0,2,0,1,1.43,32000,3,0,0,0,1
"19314",19314,0,29,0,1,1,4,2.3,80000,8,0,1,0,0
"19319",19319,0,59,1,4,1,4,2.94,126200,9,0,1,0,0
"19320",19320,0,36,1,9,1,4,2.78,94800,10,1,0,0,0
"19324",19324,0,27,0,2,1,3,4,111000,9,1,0,0,0
"19325",19325,0,47,1,1,1,2,2.66,75600,7,0,1,0,0
"19326",19326,0,24,0,4,1,1,2.7,41000,3,0,0,0,1
"19329",19329,0,62,1,4,1,1,3.57,42600,4,0,0,0,1
"19331",19331,0,63,1,5,1,1,1.29,53400,7,0,1,0,0
"19333",19333,0,45,0,1,1,2,3.27,74000,5,0,1,0,0
"19334",19334,0,52,1,2,0,4,2.97,81600,7,0,1,0,0
"19337",19337,0,25,1,4,0,0,3.12,42000,5,0,1,0,0
"19338",19338,0,59,0,2,1,3,2.67,64000,4,0,0,0,1
"19350",19350,0,27,1,2,1,2,4,67600,6,0,1,0,0
"19353",19353,0,40,0,1,1,3,3.32,102000,7,0,1,0,0
"19354",19354,0,61,0,1,1,0,4,61000,3,0,0,0,1
"19355",19355,0,64,0,1,1,3,1.3,76000,4,1,0,0,0
"19357",19357,0,60,0,10,1,1,3.45,95000,9,1,0,0,0
"19362",19362,0,28,0,7,1,0,1.86,45000,3,0,0,1,0
"19364",19364,0,44,0,1,1,2,1.55,94000,6,1,0,0,0
"19366",19366,0,49,0,2,1,3,3.38,122000,7,0,1,0,0
"19373",19373,0,50,0,4,1,2,3.69,94000,6,0,1,0,0
"19375",19375,0,57,0,2,1,5,1.91,111000,5,0,1,0,0
"19376",19376,0,50,1,8,1,2,2.36,86000,7,1,0,0,0
"19378",19378,0,63,0,1,1,1,1.26,61000,3,1,0,0,0
"19379",19379,0,53,0,1,1,2,3.57,152000,7,1,0,0,0
"19381",19381,0,63,0,1,1,0,2.52,57000,5,0,1,0,0
"19382",19382,0,31,0,1,1,3,1.18,54000,3,0,0,1,0
"19383",19383,0,37,0,2,0,1,2.34,68000,3,1,0,0,0
"19384",19384,0,52,0,1,1,6,1.54,92000,5,1,0,0,0
"19385",19385,0,37,0,2,1,3,3.11,77000,7,0,0,0,1
"19393",19393,0,57,1,1,0,6,3.44,107600,7,0,1,0,0
"19395",19395,0,33,0,1,1,2,1.34,76000,3,0,1,0,0
"19400",19400,0,26,0,1,0,1,3.17,50000,9,0,1,0,0
"19405",19405,0,39,0,8,0,5,1.52,68000,8,0,0,0,1
"19406",19406,0,25,0,1,1,2,2.74,47000,4,1,0,0,0
"19407",19407,0,25,0,2,0,0,2.12,22000,2,0,0,0,1
"19408",19408,0,65,0,2,1,1,2.35,71000,4,0,1,0,0
"19411",19411,0,55,0,2,1,4,3.07,106000,8,1,0,0,0
"19412",19412,0,54,0,2,1,1,1.91,57000,3,0,0,0,1
"19413",19413,0,60,0,2,1,5,4,139000,8,0,0,0,1
"19414",19414,0,30,1,10,1,2,3.29,91000,8,0,1,0,0
"19415",19415,0,25,0,2,1,3,3.21,61000,6,0,1,0,0
"19416",19416,0,48,1,9,1,2,4,93400,8,0,0,0,1
"19418",19418,0,37,0,2,1,1,3.77,95000,6,0,1,0,0
"19419",19419,0,61,0,1,0,1,3.98,50000,3,0,0,0,1
"19421",19421,0,44,1,2,1,2,2.29,73200,4,1,0,0,0
"19424",19424,0,62,1,2,0,2,2.78,41600,5,0,0,0,1
"19426",19426,0,42,0,4,1,3,3.83,87000,5,0,0,1,0
"19430",19430,0,24,1,2,1,0,3.85,42200,4,0,1,0,0
"19432",19432,0,58,1,1,1,2,3.65,64400,6,0,1,0,0
"19433",19433,0,45,0,8,1,4,2.55,75000,10,1,0,0,0
"19434",19434,0,42,0,2,1,1,2.06,56000,4,0,0,0,1
"19438",19438,0,34,0,2,1,3,3.72,1e+05,8,1,0,0,0
"19439",19439,0,34,0,2,1,5,1.86,73000,9,1,0,0,0
"19443",19443,0,48,1,6,1,4,1.99,75400,3,0,0,1,0
"19448",19448,0,35,1,2,1,3,1.83,53000,8,0,0,1,0
"19449",19449,0,48,1,5,1,2,2.08,60400,5,0,1,0,0
"19451",19451,0,42,0,1,1,0,2.93,80000,5,1,0,0,0
"19452",19452,0,51,0,1,1,1,3.24,101000,6,1,0,0,0
"19455",19455,0,57,0,7,1,0,1.86,47000,4,0,0,1,0
"19456",19456,0,42,0,4,1,6,1.14,86000,6,0,0,0,1
"19457",19457,0,26,0,2,1,0,4,71000,5,1,0,0,0
"19458",19458,0,43,0,4,0,2,3.23,89000,5,0,1,0,0
"19459",19459,0,52,0,2,1,3,1.34,62000,3,0,0,0,1
"19461",19461,0,27,0,9,1,4,3.15,94000,10,0,1,0,0
"19462",19462,0,48,0,1,1,1,2.99,95000,5,0,1,0,0
"19465",19465,0,34,0,3,1,3,2.37,70000,7,0,1,0,0
"19467",19467,0,52,0,8,1,3,4,86000,9,0,1,0,0
"19468",19468,0,44,0,6,1,1,2.83,85000,6,0,1,0,0
"19469",19469,0,50,0,2,0,2,1.9,49000,6,0,0,0,1
"19470",19470,0,37,0,9,1,2,2.97,1e+05,9,1,0,0,0
"19471",19471,0,41,1,1,1,2,2.44,75800,5,1,0,0,0
"19472",19472,0,61,0,1,1,3,2.28,106000,7,0,1,0,0
"19474",19474,0,40,1,1,1,0,3.67,76000,5,0,0,0,1
"19475",19475,0,33,0,1,1,3,4,111000,7,0,1,0,0
"19477",19477,0,35,0,1,1,4,1.24,88000,8,1,0,0,0
"19478",19478,0,57,0,2,0,6,1.68,99000,5,1,0,0,0
"19479",19479,0,40,1,1,1,1,3.19,78000,6,1,0,0,0
"19480",19480,0,56,0,1,1,0,1.69,69000,5,1,0,0,0
"19485",19485,0,54,0,2,0,4,3.56,104000,8,1,0,0,0
"19486",19486,0,42,1,1,1,6,2.62,112600,10,1,0,0,0
"19487",19487,0,40,0,5,1,1,1.48,69000,8,1,0,0,0
"19489",19489,0,44,0,6,0,1,4,79000,9,0,1,0,0
"19494",19494,0,54,0,2,1,2,3.44,103000,6,1,0,0,0
"19496",19496,0,33,1,1,0,2,3.08,69400,7,0,1,0,0
"19497",19497,0,55,0,2,1,2,1.15,60000,6,1,0,0,0
"19498",19498,0,35,0,2,1,5,2.32,102000,8,1,0,0,0
"19503",19503,0,58,1,5,1,2,2.55,79400,8,1,0,0,0
"19509",19509,0,62,0,2,1,0,1.75,56000,5,1,0,0,0
"19511",19511,0,53,0,2,1,1,3.61,119000,9,1,0,0,0
"19513",19513,0,32,0,1,0,2,2.71,74000,5,0,1,0,0
"19515",19515,0,36,1,6,0,1,1.62,65800,5,0,1,0,0
"19516",19516,0,29,0,1,0,4,2.96,83000,7,0,1,0,0
"19517",19517,0,48,0,4,1,0,3.89,86000,9,0,1,0,0
"19519",19519,0,45,1,1,1,0,3.27,74000,5,0,0,1,0
"19520",19520,0,50,1,2,1,4,2.06,85000,10,0,1,0,0
"19523",19523,0,57,0,2,0,3,2.27,82000,4,0,1,0,0
"19524",19524,0,28,1,1,1,5,3.27,72400,7,1,0,0,0
"19525",19525,0,26,1,5,1,2,2.23,64800,6,1,0,0,0
"19528",19528,0,53,0,2,1,4,2.32,78000,8,1,0,0,0
"19534",19534,0,51,0,1,1,5,3.07,105000,9,1,0,0,0
"19536",19536,0,28,0,11,1,2,2.16,79000,5,1,0,0,0
"19537",19537,0,58,0,2,0,4,3.11,84000,4,0,0,0,1
"19540",19540,0,45,1,3,0,4,3.34,57000,5,0,0,1,0
"19541",19541,0,64,1,9,1,0,2.86,52200,7,1,0,0,0
"19542",19542,0,25,0,2,0,0,1.49,31000,4,0,1,0,0
"19545",19545,0,30,1,1,1,3,3.99,70000,8,0,1,0,0
"19547",19547,0,48,1,2,1,1,1.44,54400,5,1,0,0,0
"19549",19549,0,59,0,1,1,3,4,125000,8,1,0,0,0
"19551",19551,0,61,0,4,0,1,2.68,64000,6,0,1,0,0
"19553",19553,0,61,0,1,1,1,2.73,92000,6,0,0,0,1
"19556",19556,0,60,1,2,1,1,1.54,46000,6,1,0,0,0
"19560",19560,0,26,0,1,1,0,1.92,52000,3,1,0,0,0
"19564",19564,0,61,0,2,0,1,3.12,78000,6,1,0,0,0
"19566",19566,0,25,0,8,1,1,2.84,42000,5,0,0,0,1
"19567",19567,0,55,1,9,1,1,2.05,50000,5,0,0,1,0
"19568",19568,0,34,1,1,1,0,3.17,78200,5,0,1,0,0
"19572",19572,0,55,0,6,1,2,3,64000,5,0,0,1,0
"19573",19573,0,31,0,2,1,6,1.35,92000,8,1,0,0,0
"19575",19575,0,33,0,1,1,1,4,88000,8,1,0,0,0
"19577",19577,0,27,0,1,0,2,3.29,63000,6,0,1,0,0
"19579",19579,0,33,1,2,1,0,2.24,42400,2,0,0,1,0
"19581",19581,0,28,0,2,1,4,1.71,74000,6,1,0,0,0
"19585",19585,0,59,0,2,0,4,2.64,74000,9,0,1,0,0
"19586",19586,0,30,0,1,0,4,3.78,105000,7,1,0,0,0
"19588",19588,0,29,0,1,0,2,1.91,45000,4,0,0,0,1
"19591",19591,0,54,1,2,1,1,2.92,66200,4,1,0,0,0
"19592",19592,0,52,0,1,1,5,3.67,158000,9,1,0,0,0
"19595",19595,0,30,1,2,1,4,3.72,88000,9,0,1,0,0
"19596",19596,0,25,1,1,0,2,2.36,42000,2,0,0,1,0
"19597",19597,0,61,0,1,0,3,3.15,94000,6,0,1,0,0
"19599",19599,0,35,0,1,0,2,2.24,57000,5,0,1,0,0
"19601",19601,0,54,1,2,1,1,1.54,80200,4,0,1,0,0
"19605",19605,0,65,1,2,0,2,3.57,70000,6,0,1,0,0
"19608",19608,0,32,0,1,1,3,3.58,90000,8,1,0,0,0
"19610",19610,0,36,0,1,0,4,3.68,104000,9,1,0,0,0
"19612",19612,0,57,0,2,0,4,2.11,50000,6,0,0,0,1
"19614",19614,0,47,0,1,1,5,2.97,75000,7,1,0,0,0
"19618",19618,0,60,0,2,1,4,2.97,132000,10,1,0,0,0
"19619",19619,0,54,0,1,1,2,1.67,62000,3,0,0,1,0
"19620",19620,0,58,0,2,1,3,3.01,121000,9,0,1,0,0
"19627",19627,0,29,0,1,1,5,3.41,81000,10,1,0,0,0
"19630",19630,0,44,1,1,1,1,3.11,68200,6,1,0,0,0
"19631",19631,0,64,0,9,1,6,2.62,126000,9,1,0,0,0
"19632",19632,0,38,0,7,1,3,1.54,53000,3,0,0,1,0
"19633",19633,0,27,1,1,1,1,3.69,58600,5,0,0,1,0
"19635",19635,0,60,0,4,1,3,1.4,50000,3,0,0,1,0
"19639",19639,0,47,0,1,1,2,2.14,70000,5,1,0,0,0
"19640",19640,0,64,0,6,1,1,3.05,79000,10,1,0,0,0
"19645",19645,0,65,1,1,1,2,2.4,61000,7,0,1,0,0
"19647",19647,0,40,1,2,1,1,3.64,66000,4,1,0,0,0
"19649",19649,0,63,1,2,1,1,3.44,49400,3,0,0,0,1
"19653",19653,0,42,0,1,1,2,1.9,66000,4,0,0,1,0
"19656",19656,0,44,0,2,1,1,2.82,76000,5,0,1,0,0
"19658",19658,0,54,1,9,0,5,3.09,111200,9,0,1,0,0
"19659",19659,0,59,0,2,0,3,4,69000,5,0,0,1,0
"19664",19664,0,55,1,11,1,4,2.77,76000,8,0,0,0,1
"19669",19669,0,51,0,4,1,3,1.66,91000,8,1,0,0,0
"19670",19670,0,62,0,2,0,4,1.94,61000,5,0,0,1,0
"19672",19672,0,41,0,1,1,2,3.36,85000,6,1,0,0,0
"19673",19673,0,45,0,10,1,2,2.97,61000,4,0,0,0,1
"19675",19675,0,54,0,3,0,4,1.89,86000,10,1,0,0,0
"19676",19676,0,32,0,3,1,1,2.74,54000,4,0,0,0,1
"19681",19681,0,64,0,2,1,1,2.03,70000,6,1,0,0,0
"19682",19682,0,41,0,4,1,1,3.43,58000,3,1,0,0,0
"19683",19683,0,62,0,2,1,0,3.27,76000,5,1,0,0,0
"19684",19684,0,26,0,2,1,6,3.5,77000,8,0,0,0,1
"19685",19685,0,54,0,2,1,4,2.29,94000,7,0,1,0,0
"19689",19689,0,26,0,2,1,3,3.97,65000,6,0,0,1,0
"19691",19691,0,63,1,2,1,5,2.43,66400,3,0,0,0,1
"19694",19694,0,44,0,1,1,3,2.1,78000,5,1,0,0,0
"19696",19696,0,35,0,1,0,0,2.93,49000,4,0,1,0,0
"19699",19699,0,56,0,2,1,4,1.52,85000,5,0,0,0,1
"19703",19703,0,58,0,2,0,5,1.97,76000,7,0,0,0,1
"19705",19705,0,52,0,8,1,3,3.5,135000,10,1,0,0,0
"19706",19706,0,47,1,2,1,4,4,97600,10,1,0,0,0
"19707",19707,0,34,1,1,1,2,2.47,53200,5,1,0,0,0
"19708",19708,0,44,0,9,1,2,1.45,73000,3,0,0,0,1
"19711",19711,0,58,0,2,1,4,2.38,76000,4,0,0,1,0
"19712",19712,0,50,0,2,0,1,1.17,54000,3,1,0,0,0
"19713",19713,0,51,1,2,0,2,2.01,69800,6,0,1,0,0
"19714",19714,0,41,0,2,1,1,4,87000,10,0,1,0,0
"19715",19715,0,52,0,2,1,1,3.43,78000,8,0,1,0,0
"19716",19716,0,62,0,2,1,2,1.32,53000,3,0,0,1,0
"19719",19719,0,25,0,4,1,2,3.64,66000,8,0,1,0,0
"19722",19722,0,60,0,12,0,1,1.74,61000,6,0,1,0,0
"19728",19728,0,48,0,1,1,5,2.81,96000,10,1,0,0,0
"19729",19729,0,55,0,2,0,0,3.43,65000,6,0,1,0,0
"19732",19732,0,51,0,1,0,2,1.22,52000,3,0,0,0,1
"19734",19734,0,43,0,5,1,1,3.79,92000,8,0,1,0,0
"19735",19735,0,28,1,1,1,0,1.92,46400,4,0,1,0,0
"19736",19736,0,42,0,1,1,3,3.35,59000,4,0,0,1,0
"19739",19739,0,31,1,2,1,2,2.67,54800,4,0,1,0,0
"19741",19741,0,60,0,8,0,1,2.88,67000,6,0,1,0,0
"19742",19742,0,33,0,2,1,5,1.98,113000,7,0,1,0,0
"19749",19749,0,56,1,2,1,4,1.5,66800,3,0,0,1,0
"19753",19753,0,32,0,1,1,5,3.36,87000,9,0,1,0,0
"19754",19754,0,55,0,1,0,4,2.65,67000,7,0,0,0,1
"19756",19756,0,35,1,2,1,2,1.22,60000,5,0,1,0,0
"19757",19757,0,26,1,9,0,2,4,45800,6,0,0,1,0
"19758",19758,0,30,1,11,1,2,2.05,64000,6,0,1,0,0
"19759",19759,0,56,0,1,1,1,3.3,91000,6,0,1,0,0
"19762",19762,0,25,0,8,0,3,3.95,63000,8,0,0,1,0
"19767",19767,0,46,0,1,1,1,3.06,66000,5,1,0,0,0
"19773",19773,0,55,0,1,1,1,2.84,61000,4,0,0,1,0
"19774",19774,0,58,0,2,1,1,1.36,45000,2,0,0,1,0
"19775",19775,0,29,1,1,1,1,2.09,49200,3,0,0,0,1
"19776",19776,0,32,1,2,1,2,3.25,65600,4,0,1,0,0
"19777",19777,0,44,0,2,1,2,2.51,67000,4,0,0,1,0
"19780",19780,0,36,1,1,1,3,1.36,55800,6,0,1,0,0
"19781",19781,0,50,1,2,1,3,4,76000,8,0,1,0,0
"19788",19788,0,58,0,2,0,4,3.28,90000,8,0,1,0,0
"19789",19789,0,44,0,2,0,0,1.7,29000,2,0,0,1,0
"19791",19791,0,42,1,2,1,1,1.45,63600,5,1,0,0,0
"19792",19792,0,27,1,2,1,2,1.42,42600,5,1,0,0,0
"19794",19794,0,34,0,2,0,0,2.19,40000,3,1,0,0,0
"19796",19796,0,45,0,6,1,2,3.22,134000,8,1,0,0,0
"19799",19799,0,61,0,2,1,1,2.51,94000,4,1,0,0,0
"19800",19800,0,62,0,3,1,3,1.24,65000,10,0,1,0,0
"19801",19801,0,58,1,1,0,0,1.5,41400,4,1,0,0,0
"19803",19803,0,60,0,2,0,0,3.56,43000,3,0,0,0,1
"19807",19807,0,25,0,1,1,1,4,58000,9,1,0,0,0
"19809",19809,0,65,0,2,1,3,1.58,72000,9,0,1,0,0
"19810",19810,0,48,0,2,1,4,3.7,83000,7,1,0,0,0
"19811",19811,0,28,1,3,1,0,4,61400,4,0,1,0,0
"19812",19812,0,54,1,1,1,1,2.27,65200,6,1,0,0,0
"19814",19814,0,56,0,2,1,1,3.3,75000,4,0,1,0,0
"19817",19817,0,47,0,1,1,5,2.12,98000,6,1,0,0,0
"19818",19818,0,44,0,2,0,0,2.8,69000,3,0,1,0,0
"19819",19819,0,42,1,1,1,1,1.24,69600,5,0,1,0,0
"19825",19825,0,59,0,1,1,1,2.09,61000,5,0,1,0,0
"19828",19828,0,35,0,10,1,3,3.14,94000,10,1,0,0,0
"19829",19829,0,59,0,2,1,1,1.68,79000,5,0,1,0,0
"19831",19831,0,28,1,10,1,0,2.55,68400,5,1,0,0,0
"19834",19834,0,43,1,1,1,5,1.35,72400,4,0,0,1,0
"19836",19836,0,38,1,1,0,3,1.78,72400,6,0,1,0,0
"19839",19839,0,54,1,1,0,3,1.64,77200,6,1,0,0,0
"19840",19840,0,44,0,2,1,0,3.55,79000,3,0,0,0,1
"19843",19843,0,49,0,10,1,1,2.5,97000,9,0,1,0,0
"19844",19844,0,34,0,1,0,1,3.09,60000,8,0,1,0,0
"19845",19845,0,31,1,2,1,4,3.71,100800,7,0,1,0,0
"19846",19846,0,50,1,1,0,3,3.39,64000,5,0,0,1,0
"19850",19850,0,28,0,2,1,1,2.04,34000,3,0,0,1,0
"19851",19851,0,46,0,2,1,2,1.4,66000,4,0,0,1,0
"19852",19852,0,46,0,2,1,5,3.06,90000,10,0,1,0,0
"19853",19853,0,59,0,1,1,1,2.33,48000,5,0,0,1,0
"19860",19860,0,54,0,2,0,1,4,76000,7,0,1,0,0
"19862",19862,0,43,0,4,1,6,3.65,122000,8,0,0,0,1
"19863",19863,0,58,0,2,1,5,4,147000,9,0,0,0,1
"19864",19864,0,51,0,1,0,2,3.33,63000,5,1,0,0,0
"19865",19865,0,30,1,1,0,4,1.25,46000,4,0,0,0,1
"19868",19868,0,42,0,12,0,4,1.41,68000,4,0,0,1,0
"19869",19869,0,58,0,3,1,4,3.77,105000,8,1,0,0,0
"19870",19870,0,58,1,1,0,1,2.59,47400,3,0,1,0,0
"19872",19872,0,63,0,1,1,1,1.26,79000,3,0,1,0,0
"19874",19874,0,35,0,1,0,1,2.42,40000,4,0,0,1,0
"19875",19875,0,63,1,1,1,2,4,85400,8,0,1,0,0
"19879",19879,0,59,0,2,1,1,1.14,69000,3,1,0,0,0
"19880",19880,0,64,1,1,0,0,1.65,46200,4,0,1,0,0
"19881",19881,0,46,0,2,1,2,2.87,107000,9,0,1,0,0
"19883",19883,0,53,0,7,1,1,2.46,61000,6,0,1,0,0
"19884",19884,0,27,0,1,1,0,4,57000,5,1,0,0,0
"19886",19886,0,58,1,2,0,5,3.16,76400,8,1,0,0,0
"19889",19889,0,27,0,1,1,3,1.95,55000,2,0,0,0,1
"19890",19890,0,39,0,1,1,2,3.03,55000,5,0,0,0,1
"19891",19891,0,40,0,1,1,4,3.92,109000,9,1,0,0,0
"19892",19892,0,40,1,1,1,3,3.62,92000,5,1,0,0,0
"19893",19893,0,36,0,2,1,0,2.23,47000,3,0,0,1,0
"19895",19895,0,39,0,3,1,1,3.13,75000,4,0,0,0,1
"19899",19899,0,53,0,2,0,1,2.83,59000,4,0,1,0,0
"19900",19900,0,26,0,1,1,0,3.49,43000,3,0,0,1,0
"19901",19901,0,36,1,1,1,5,2,67800,6,0,1,0,0
"19902",19902,0,56,1,2,1,3,2.31,70800,6,1,0,0,0
"19904",19904,0,61,1,2,1,1,2.53,48800,4,0,0,1,0
"19909",19909,0,28,0,2,1,3,2.21,70000,8,0,1,0,0
"19910",19910,0,44,0,1,1,3,4,76000,4,0,0,0,1
"19912",19912,0,25,0,1,1,5,1.99,55000,7,1,0,0,0
"19917",19917,0,52,1,2,1,1,1.98,47600,5,0,1,0,0
"19921",19921,0,64,0,2,0,1,1.45,44000,5,1,0,0,0
"19923",19923,0,48,1,1,0,2,2.19,65400,6,1,0,0,0
"19929",19929,0,62,0,12,0,5,3.85,104000,9,1,0,0,0
"19930",19930,0,57,0,2,1,1,2.46,55000,3,0,0,1,0
"19932",19932,0,58,0,10,1,6,2.21,111000,10,0,1,0,0
"19933",19933,0,58,1,1,1,4,1.75,59400,8,0,1,0,0
"19935",19935,0,65,0,1,0,1,1.71,65000,7,1,0,0,0
"19937",19937,0,50,1,1,0,4,4,95000,6,0,0,1,0
"19940",19940,0,35,0,1,0,3,1.85,62000,6,1,0,0,0
"19941",19941,0,36,0,2,1,5,2.01,122000,9,0,1,0,0
"19942",19942,0,53,0,6,1,3,2.66,116000,10,1,0,0,0
"19943",19943,0,46,0,2,1,2,2.79,66000,5,1,0,0,0
"19944",19944,0,34,1,2,1,4,2.28,71200,9,1,0,0,0
"19946",19946,0,49,1,3,1,2,3.38,69200,4,0,0,1,0
"19948",19948,0,50,1,5,0,3,1.26,52000,6,0,1,0,0
"19950",19950,0,48,1,1,0,1,2.53,53400,5,0,1,0,0
"19951",19951,0,63,0,2,1,4,4,120000,8,0,1,0,0
"19954",19954,0,64,1,2,1,3,3.21,73200,6,0,0,0,1
"19957",19957,0,30,1,10,1,3,2.74,72000,7,0,1,0,0
"19960",19960,0,54,0,6,0,0,2.73,64000,9,1,0,0,0
"19963",19963,0,55,0,1,1,4,2.84,81000,5,1,0,0,0
"19964",19964,0,49,0,4,1,4,2.34,118000,7,1,0,0,0
"19966",19966,0,53,0,5,1,2,1.33,73000,8,0,1,0,0
"19970",19970,0,32,1,2,1,3,3.62,109600,10,1,0,0,0
"19971",19971,0,47,1,4,1,4,2.62,68600,6,0,0,1,0
"19972",19972,0,46,0,1,1,2,2.5,60000,6,0,1,0,0
"19982",19982,0,56,0,1,1,3,4,110000,6,0,0,0,1
"19985",19985,0,52,1,1,1,1,1.2,43600,5,1,0,0,0
"19988",19988,0,56,0,1,1,4,4,114000,9,1,0,0,0
"19993",19993,0,45,0,12,1,2,3.3,71000,5,0,0,1,0
"19994",19994,0,29,1,1,1,4,1.36,58200,5,0,1,0,0
"19998",19998,0,34,1,7,0,1,1.84,56200,9,0,1,0,0
"19999",19999,0,60,0,1,1,2,3.39,81000,7,1,0,0,0
"20000",20000,0,49,0,1,0,5,3.34,86000,7,1,0,0,0
"20004",20004,0,34,1,1,1,5,4,151200,9,1,0,0,0
"20006",20006,0,30,1,5,0,4,2.88,70000,7,1,0,0,0
"20007",20007,0,29,0,2,1,3,3.78,98000,6,0,1,0,0
"20008",20008,0,61,0,1,1,3,2.72,79000,6,1,0,0,0
"20010",20010,0,53,0,2,1,1,3.11,92000,7,0,1,0,0
"20012",20012,0,58,0,1,1,2,3.38,86000,8,0,0,1,0
"20014",20014,0,36,1,2,1,2,3.67,77800,6,0,0,1,0
"20017",20017,0,26,0,9,1,1,3.93,66000,8,1,0,0,0
"20018",20018,0,43,0,2,0,2,1.64,71000,4,0,0,1,0
"20020",20020,0,35,1,2,0,5,3.38,60000,6,1,0,0,0
"20021",20021,0,31,1,1,1,1,1.12,52800,4,0,1,0,0
